"location_name","location_type","location_fips_code","population","state","county","metro","year","month","rent_change_mom","rent_change_yoy","rent_change_pandemic","price_overall","price_1br","price_2br"
"Hendersonville, TN","City",4733280,61589,"Tennessee","Sumner County","Nashville-Davidson--Murfreesboro--Franklin, TN",2024,11,-0.0022,0.0019,0.3438,1423,1193,1506
"Knoxville, TN","City",4740000,191857,"Tennessee","Knox County","Knoxville, TN",2024,11,-0.0035,0.0077,0.5528,1146,934,1178
"Memphis, TN","City",4748000,630027,"Tennessee","Shelby County","Memphis, TN-MS-AR",2024,11,-0.0135,0.0053,0.2325,1081,903,1023
"Murfreesboro, TN","City",4751560,153487,"Tennessee","Rutherford County","Nashville-Davidson--Murfreesboro--Franklin, TN",2024,11,-0.0048,0.0249,0.3241,1377,1186,1345
"Nashville, TN","City",4752006,684103,"Tennessee","Davidson County","Nashville-Davidson--Murfreesboro--Franklin, TN",2024,11,-0.0083,-0.017,0.1435,1403,1257,1398
"Smyrna, TN","City",4769420,53760,"Tennessee","Rutherford County","Nashville-Davidson--Murfreesboro--Franklin, TN",2024,11,-0.0046,-0.0739,0.1879,1302,977,1262
"Bowling Green, KY","City",2108902,72385,"Kentucky","Warren County","Bowling Green, KY",2024,11,-0.0228,5e-04,0.2348,1037,864,1052
"Lexington, KY","City",2146027,321276,"Kentucky","Fayette County","Lexington-Fayette, KY",2024,11,-0.0136,0.0518,0.3641,1165,947,1162
"Louisville, KY","City",2148000,629176,"Kentucky","Jefferson County","Louisville/Jefferson County, KY-IN",2024,11,-0.0083,0.0409,0.2294,1191,974,1224
"Centerville, OH","City",3913190,24510,"Ohio","Montgomery County","Dayton-Kettering, OH",2024,11,-0.0152,0.0279,0.3057,1209,977,1236
"Cincinnati, OH","City",3915000,308870,"Ohio","Hamilton County","Cincinnati, OH-KY-IN",2024,11,-0.009,-0.0069,0.2385,1044,893,1129
"Cleveland, OH","City",3916000,370365,"Ohio","Cuyahoga County","Cleveland-Elyria, OH",2024,11,-0.0034,0.0342,0.0889,1031,842,1049
"Columbus, OH","City",3918000,902449,"Ohio","Franklin County","Columbus, OH",2024,11,-0.0101,0.0043,0.2065,1267,1094,1310
"Dayton, OH","City",3921000,137305,"Ohio","Montgomery County","Dayton-Kettering, OH",2024,11,0.0026,0.0152,0.291,1023,788,1045
"Dublin, OH","City",3922694,48893,"Ohio","Franklin County","Columbus, OH",2024,11,-0.0069,0.0376,0.3434,1736,1454,1817
"Fairfield, OH","City",3925970,44602,"Ohio","Butler County","Cincinnati, OH-KY-IN",2024,11,0.0012,0.0012,0.338,1272,1185,1266
"Grove City, OH","City",3932592,41423,"Ohio","Franklin County","Columbus, OH",2024,11,0.0156,0.0631,0.3586,1360,1198,1360
"Parma Heights, OH","City",3961028,20706,"Ohio","Cuyahoga County","Cleveland-Elyria, OH",2024,11,0.0539,0.0978,0.4427,1269,1040,1354
"Madison, WI","City",5548000,268516,"Wisconsin","Dane County","Madison, WI",2024,11,0.007,0.0498,0.4321,1587,1453,1669
"Milwaukee, WI","City",5553000,573299,"Wisconsin","Milwaukee County","Milwaukee-Waukesha, WI",2024,11,-0.0131,-0.0029,0.1618,1111,930,1110
"Detroit, MI","City",2622000,636787,"Michigan","Wayne County","Detroit-Warren-Dearborn, MI",2024,11,0.0051,0.013,0.1051,1061,767,1028
"Farmington Hills, MI","City",2627440,83562,"Michigan","Oakland County","Detroit-Warren-Dearborn, MI",2024,11,-0.0186,0.021,0.184,1467,1218,1622
"Grand Rapids, MI","City",2634000,198096,"Michigan","Kent County","Grand Rapids-Kentwood, MI",2024,11,0.0091,0.0998,0.3083,1382,1132,1399
"Kalamazoo, MI","City",2642160,73342,"Michigan","Kalamazoo County","Kalamazoo-Portage, MI",2024,11,0.017,0.0379,0.3537,1093,931,1146
"Lansing, MI","City",2646000,112986,"Michigan","Ingham County","Lansing-East Lansing, MI",2024,11,-0.0094,0.018,0.2808,998,815,1027
"Southfield, MI","City",2674900,76107,"Michigan","Oakland County","Detroit-Warren-Dearborn, MI",2024,11,0.0062,0.0245,0.1581,1449,1239,1521
"Troy, MI","City",2680700,87170,"Michigan","Oakland County","Detroit-Warren-Dearborn, MI",2024,11,-0.0309,0.021,0.2035,1639,1273,1745
"Wyoming, MI","City",2688940,76732,"Michigan","Kent County","Grand Rapids-Kentwood, MI",2024,11,-0.0025,0.0011,0.4178,1253,1001,1334
"Alafaya, FL","City",1200410,91531,"Florida","Orange County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0218,-0.018,0.26,1760,1534,1660
"Altamonte Springs, FL","City",1200950,45772,"Florida","Seminole County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0165,-0.0257,0.2277,1450,1334,1557
"Boca Raton, FL","City",1207300,97980,"Florida","Palm Beach County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.007,-0.0073,0.2848,2388,2103,2332
"Boynton Beach, FL","City",1207875,80068,"Florida","Palm Beach County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0066,-0.0135,0.3451,1900,1713,1890
"Bradenton, FL","City",1207950,55795,"Florida","Manatee County","North Port-Sarasota-Bradenton, FL",2024,11,-0.0129,5e-04,0.3634,1430,1311,1444
"Brandon, FL","City",1208150,114923,"Florida","Hillsborough County","Tampa-St. Petersburg-Clearwater, FL",2024,11,0.0035,0.0076,0.3154,1648,1382,1627
"Casselberry, FL","City",1211050,29092,"Florida","Seminole County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0072,-0.0379,0.3067,1340,1172,1370
"Clearwater, FL","City",1212875,116984,"Florida","Pinellas County","Tampa-St. Petersburg-Clearwater, FL",2024,11,-0.0055,0.0036,0.3553,1480,1194,1568
"Coconut Creek, FL","City",1213275,57574,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0086,-0.0019,0.3628,1951,1760,1904
"Coral Gables, FL","City",1214250,49696,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0279,0.0661,0.4914,2109,1861,2554
"Coral Springs, FL","City",1214400,133801,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,7e-04,-0.0333,0.3484,1904,1532,1832
"Dania Beach, FL","City",1216335,31700,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-6e-04,0.0177,0.3463,1778,1500,1791
"Davie, FL","City",1216475,105821,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0144,-0.0077,0.3405,1979,1892,1902
"Daytona Beach, FL","City",1216525,73329,"Florida","Volusia County","Deltona-Daytona Beach-Ormond Beach, FL",2024,11,-0.0048,-0.0098,0.2598,1319,1110,1383
"Doral, FL","City",1217935,74891,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,5e-04,-0.0096,0.3035,2365,2007,2283
"Fort Lauderdale, FL","City",1224000,182673,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,4e-04,-0.0273,0.1985,1837,1597,1999
"Fort Myers, FL","City",1224125,88699,"Florida","Lee County","Cape Coral-Fort Myers, FL",2024,11,-0.006,-0.0767,0.2352,1300,1135,1327
"Four Corners, FL","City",1224581,56537,"Florida","Osceola County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0196,-0.0954,0.1088,1510,1202,1512
"Gainesville, FL","City",1225175,142414,"Florida","Alachua County","Gainesville, FL",2024,11,-0.012,-0.012,0.1422,1145,976,1210
"Hialeah, FL","City",1230000,222996,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,0.0122,0.0221,0.4324,1732,1351,1883
"Hollywood, FL","City",1232000,152764,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0067,0.0103,0.3396,1535,1307,1756
"Jacksonville, FL","City",1235000,950203,"Florida","Duval County","Jacksonville, FL",2024,11,-0.0072,-0.0357,0.2094,1305,1097,1291
"Kissimmee, FL","City",1236950,78478,"Florida","Osceola County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0062,-0.0235,0.2219,1467,1136,1403
"Lakeland, FL","City",1238250,114404,"Florida","Polk County","Lakeland-Winter Haven, FL",2024,11,0.0024,-5e-04,0.2363,1249,1062,1247
"Lauderhill, FL","City",1239550,73987,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0237,-0.0078,0.4594,1589,1392,1684
"Maitland, FL","City",1242575,19266,"Florida","Orange County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0038,9e-04,0.1734,1792,1700,1852
"Melbourne, FL","City",1243975,84982,"Florida","Brevard County","Palm Bay-Melbourne-Titusville, FL",2024,11,0,0.0028,0.2797,1425,1246,1454
"Miami, FL","City",1245000,443665,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0061,0.0081,0.3294,1914,1600,2119
"Miami Gardens, FL","City",1245060,111618,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-8e-04,0.0042,0.4479,1808,1361,1667
"Miramar, FL","City",1245975,135158,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,0.0024,0.006,0.3564,1740,1428,1603
"North Miami, FL","City",1249450,59854,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0058,-0.0016,0.2417,1490,1323,1697
"North Miami Beach, FL","City",1249475,43269,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,0.0037,0.0028,0.3623,1774,1526,2026
"Ocala, FL","City",1250750,63504,"Florida","Marion County","Ocala, FL",2024,11,-0.0136,0.0078,0.2165,1150,962,1164
"Orlando, FL","City",1253000,307738,"Florida","Orange County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0128,-0.0105,0.2234,1547,1319,1639
"Palm Bay, FL","City",1254000,121513,"Florida","Brevard County","Palm Bay-Melbourne-Titusville, FL",2024,11,0.0028,0.0147,0.3389,1492,1212,1366
"Palm Beach Gardens, FL","City",1254075,59088,"Florida","Palm Beach County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,0.0142,-0.0088,0.3211,2196,1981,2152
"Palm Harbor, FL","City",1254350,61589,"Florida","Pinellas County","Tampa-St. Petersburg-Clearwater, FL",2024,11,0.0169,0.0423,0.3748,1571,1411,1513
"Panama City, FL","City",1254700,34254,"Florida","Bay County","Panama City, FL",2024,11,-0.014,0.0028,0.2164,1299,1014,1363
"Panama City Beach, FL","City",1254725,18281,"Florida","Bay County","Panama City, FL",2024,11,-0.0259,-0.0356,0.0599,1611,1369,1637
"Pembroke Pines, FL","City",1255775,170472,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0089,-0.0141,0.3384,1866,1452,1850
"Pensacola, FL","City",1255925,54059,"Florida","Escambia County","Pensacola-Ferry Pass-Brent, FL",2024,11,-0.0209,0.0012,0.221,1316,1100,1371
"Plantation, FL","City",1257425,93130,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0038,0.005,0.3185,2091,1800,2132
"Pompano Beach, FL","City",1258050,111790,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.003,-0.0048,0.275,1669,1455,1772
"St. Petersburg, FL","City",1263000,259343,"Florida","Pinellas County","Tampa-St. Petersburg-Clearwater, FL",2024,11,0.019,0.008,0.3565,1452,1248,1572
"Sanford, FL","City",1263650,61272,"Florida","Seminole County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0058,-0.0185,0.2656,1361,1232,1302
"Sarasota, FL","City",1264175,55508,"Florida","Sarasota County","North Port-Sarasota-Bradenton, FL",2024,11,-4e-04,-0.037,0.3209,1475,1420,1499
"Sunrise, FL","City",1269700,96510,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.012,-0.0214,0.3335,1973,1537,1956
"Tallahassee, FL","City",1270600,198259,"Florida","Leon County","Tallahassee, FL",2024,11,-0.0017,0.0046,0.2965,1284,1090,1298
"Tamarac, FL","City",1270675,71578,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,0.011,-0.0185,0.3594,1745,1525,1786
"Tampa, FL","City",1271000,388768,"Florida","Hillsborough County","Tampa-St. Petersburg-Clearwater, FL",2024,11,-0.0017,-0.0137,0.3483,1566,1326,1655
"Temple Terrace, FL","City",1271400,26818,"Florida","Hillsborough County","Tampa-St. Petersburg-Clearwater, FL",2024,11,-0.0048,-0.0413,0.222,1424,1294,1472
"Wesley Chapel, FL","City",1275875,68814,"Florida","Pasco County","Tampa-St. Petersburg-Clearwater, FL",2024,11,-0.0069,-0.0761,0.1905,1855,1462,1719
"West Palm Beach, FL","City",1276600,117588,"Florida","Palm Beach County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,0.0044,0.0032,0.3395,1703,1478,1762
"Winter Springs, FL","City",1278325,38205,"Florida","Seminole County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0229,-0.0421,0.1873,1470,1282,1467
"Alpharetta, GA","City",1301696,65884,"Georgia","Fulton County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0075,-0.0362,0.2242,1839,1596,1872
"Athens, GA","City",1303440,126672,"Georgia","Clarke County","Athens-Clarke County, GA",2024,11,-0.0093,0.0199,0.3072,1253,1067,1242
"Atlanta, GA","City",1304000,494838,"Georgia","Fulton County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0107,-0.0291,0.0725,1505,1509,1510
"Augusta, GA","City",1304204,201615,"Georgia","Richmond County","Augusta-Richmond County, GA-SC",2024,11,7e-04,0.0155,0.1975,1174,974,1103
"Chamblee, GA","City",1315172,29980,"Georgia","DeKalb County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0154,-0.0167,0.1174,1679,1535,1714
"Columbus, GA","City",1319000,204572,"Georgia","Muscogee County","Columbus, GA-AL",2024,11,9e-04,0.0186,0.2877,1298,1037,1213
"Douglasville, GA","City",1323900,35252,"Georgia","Douglas County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.016,-0.0282,0.2359,1393,1166,1415
"Duluth, GA","City",1324600,31742,"Georgia","Gwinnett County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,0.002,-0.0184,0.2546,1643,1500,1627
"Dunwoody, GA","City",1324768,51458,"Georgia","DeKalb County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0025,-0.0336,0.0884,1609,1525,1693
"Gainesville, GA","City",1331908,42780,"Georgia","Hall County","Gainesville, GA",2024,11,0.0015,-0.0638,0.2841,1271,1130,1287
"Kennesaw, GA","City",1343192,33360,"Georgia","Cobb County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0134,0.0034,0.2684,1614,1348,1556
"Lawrenceville, GA","City",1345488,30465,"Georgia","Gwinnett County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0016,-0.0245,0.257,1360,1098,1320
"Lithia Springs, GA","City",1346832,16020,"Georgia","Douglas County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0089,-0.0158,0.2573,1285,1225,1289
"McDonough, GA","City",1348624,29134,"Georgia","Henry County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0169,-0.0665,0.2332,1379,1187,1358
"Marietta, GA","City",1349756,61387,"Georgia","Cobb County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0164,-0.015,0.252,1333,1164,1378
"Norcross, GA","City",1355776,17530,"Georgia","Gwinnett County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0149,-0.0474,0.279,1542,1095,1493
"Oakwood, GA","City",1357260,5132,"Georgia","Hall County","Gainesville, GA",2024,11,-0.0226,-0.0707,0.2026,1322,1401,1289
"Roswell, GA","City",1367284,92770,"Georgia","Fulton County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0043,-0.0246,0.2506,1631,1383,1651
"Sandy Springs, GA","City",1368516,107221,"Georgia","Fulton County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0132,-0.0361,0.1067,1526,1341,1615
"Savannah, GA","City",1369000,147583,"Georgia","Chatham County","Savannah, GA",2024,11,-0.0106,0.0033,0.3595,1441,1209,1412
"Smyrna, GA","City",1371492,55863,"Georgia","Cobb County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0106,-0.0308,0.2233,1501,1297,1544
"Stockbridge, GA","City",1373704,28858,"Georgia","Henry County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,6e-04,-0.0756,0.2411,1304,1124,1293
"Stone Mountain, GA","City",1373816,6638,"Georgia","DeKalb County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,0.001,-1e-04,0.8831,1524,1215,1524
"Suwanee, GA","City",1374936,21238,"Georgia","Gwinnett County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.004,-0.0282,0.1866,1849,1406,1947
"Tucker, GA","City",1377652,36994,"Georgia","DeKalb County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.021,-0.0201,0.3339,1379,1190,1431
"Woodstock, GA","City",1384176,35171,"Georgia","Cherokee County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0056,-0.0252,0.304,1665,1454,1645
"Charleston, SC","City",4513330,149960,"South Carolina","Charleston County","Charleston-North Charleston, SC",2024,11,-0.0191,-0.0034,0.3206,1622,1441,1689
"Columbia, SC","City",4516000,136754,"South Carolina","Richland County","Columbia, SC",2024,11,-0.0103,0.0025,0.3046,1175,993,1196
"Greenville, SC","City",4530850,70838,"South Carolina","Greenville County","Greenville-Anderson, SC",2024,11,0.0034,-0.0125,0.202,1361,1230,1424
"Mount Pleasant, SC","City",4548535,90945,"South Carolina","Charleston County","Charleston-North Charleston, SC",2024,11,-0.0193,-0.0089,0.3696,2083,1799,2066
"North Charleston, SC","City",4550875,115755,"South Carolina","Charleston County","Charleston-North Charleston, SC",2024,11,-0.013,0.0028,0.3506,1471,1327,1463
"Rock Hill, SC","City",4561405,74170,"South Carolina","York County","Charlotte-Concord-Gastonia, NC-SC",2024,11,-0.011,-0.0225,0.304,1235,1160,1218
"Apex, NC","City",3701520,65541,"North Carolina","Wake County","Raleigh-Cary, NC",2024,11,-0.0024,0.0361,0.3423,1889,1580,1821
"Asheville, NC","City",3702140,93695,"North Carolina","Buncombe County","Asheville, NC",2024,11,-0.0044,0.0051,0.3609,1461,1290,1537
"Burlington, NC","City",3709060,56951,"North Carolina","Alamance County","Burlington, NC",2024,11,-0.0045,0.0212,0.2677,1094,994,1046
"Cary, NC","City",3710740,174880,"North Carolina","Wake County","Raleigh-Cary, NC",2024,11,-0.0112,-0.021,0.2238,1506,1272,1461
"Chapel Hill, NC","City",3711800,58919,"North Carolina","Orange County","Durham-Chapel Hill, NC",2024,11,-0.0066,-0.0174,0.2538,1421,1222,1397
"Charlotte, NC","City",3712000,875045,"North Carolina","Mecklenburg County","Charlotte-Concord-Gastonia, NC-SC",2024,11,-0.0096,-0.0336,0.1768,1410,1282,1398
"Cornelius, NC","City",3714700,31396,"North Carolina","Mecklenburg County","Charlotte-Concord-Gastonia, NC-SC",2024,11,-0.0357,-0.0266,0.2583,1439,1197,1432
"Durham, NC","City",3719000,284094,"North Carolina","Durham County","Durham-Chapel Hill, NC",2024,11,-0.0171,-0.0253,0.1937,1334,1173,1365
"Fayetteville, NC","City",3722920,208697,"North Carolina","Cumberland County","Fayetteville, NC",2024,11,-0.0053,0.0247,0.4006,1206,955,1110
"Garner, NC","City",3725480,31684,"North Carolina","Wake County","Raleigh-Cary, NC",2024,11,-0.0126,-0.0292,0.2729,1441,1217,1441
"Gastonia, NC","City",3725580,80615,"North Carolina","Gaston County","Charlotte-Concord-Gastonia, NC-SC",2024,11,-0.0142,-0.0731,0.3082,1204,968,1197
"Greensboro, NC","City",3728000,297202,"North Carolina","Guilford County","Greensboro-High Point, NC",2024,11,-0.0097,0.0142,0.4007,1133,1001,1115
"Greenville, NC","City",3728080,87894,"North Carolina","Pitt County","Greenville, NC",2024,11,0.0196,0.0775,0.3135,1244,974,1254
"High Point, NC","City",3731400,114120,"North Carolina","Guilford County","Greensboro-High Point, NC",2024,11,-0.0039,-0.0247,0.3838,1100,971,1072
"Huntersville, NC","City",3733120,61202,"North Carolina","Mecklenburg County","Charlotte-Concord-Gastonia, NC-SC",2024,11,-0.0093,-0.0258,0.291,1661,1372,1597
"Matthews, NC","City",3741960,29613,"North Carolina","Mecklenburg County","Charlotte-Concord-Gastonia, NC-SC",2024,11,-0.0059,-0.0382,0.2125,1552,1428,1607
"Mooresville, NC","City",3744220,50025,"North Carolina","Iredell County","Charlotte-Concord-Gastonia, NC-SC",2024,11,-0.009,-1e-04,0.2209,1523,1316,1465
"Morrisville, NC","City",3744520,29756,"North Carolina","Wake County","Raleigh-Cary, NC",2024,11,-0.0071,-0.0471,0.1754,1688,1385,1642
"Raleigh, NC","City",3755000,465517,"North Carolina","Wake County","Raleigh-Cary, NC",2024,11,-0.0097,-0.0459,0.1863,1383,1219,1389
"Wilmington, NC","City",3774440,116933,"North Carolina","New Hanover County","Wilmington, NC",2024,11,-0.0143,-0.0225,0.2416,1250,1133,1276
"Winston-Salem, NC","City",3775000,249571,"North Carolina","Forsyth County","Winston-Salem, NC",2024,11,-0.0141,0.0206,0.343,1137,929,1103
"Alexandria, VA","City",5101000,157594,"Virginia","Alexandria city","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0099,0.038,0.1528,2218,2031,2495
"Annandale, VA","City",5101912,42330,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0057,0.0206,0.2441,2095,1816,2072
"Arlington, VA","City",5103000,235845,"Virginia","Arlington County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0151,0.0388,0.1432,2552,2403,2904
"Ashburn, VA","City",5103320,45479,"Virginia","Loudoun County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0051,0.0244,0.2933,2499,2137,2528
"Centreville, VA","City",5114440,72680,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0061,0.1172,0.3406,2448,2069,2403
"Charlottesville, VA","City",5114968,46289,"Virginia","Charlottesville city","Charlottesville, VA",2024,11,0.0014,0.0437,0.2631,1510,1239,1578
"Chesapeake, VA","City",5116000,249377,"Virginia","Chesapeake city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,-0.0172,0.0042,0.3175,1653,1438,1561
"Fairfax, VA","City",5126496,24242,"Virginia","Fairfax city","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0096,0.0591,0.2042,2255,1894,2167
"Fair Oaks, VA","City",5126875,35130,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0033,0.0446,0.2174,2384,2175,2431
"Fredericksburg, VA","City",5129744,28258,"Virginia","Fredericksburg city","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0134,0.0392,0.321,1639,1448,1649
"Glen Allen, VA","City",5131200,16246,"Virginia","Henrico County","Richmond, VA",2024,11,-0.0113,-0.0199,0.1391,1450,1151,1364
"Hampton, VA","City",5135000,137217,"Virginia","Hampton city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,-0.0035,0.0307,0.35,1363,1132,1302
"Herndon, VA","City",5136648,24456,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0096,0.0383,0.1918,2150,1769,2123
"Leesburg, VA","City",5144984,48465,"Virginia","Loudoun County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0195,0.1062,0.309,2084,1710,2016
"Manassas, VA","City",5148952,42620,"Virginia","Manassas city","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0023,0.0793,0.3781,2138,1781,2077
"Newport News, VA","City",5156000,185118,"Virginia","Newport News city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,-0.0012,0.019,0.3496,1353,1147,1309
"Norfolk, VA","City",5157000,236973,"Virginia","Norfolk city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,-0.0078,0.012,0.2677,1447,1202,1406
"Portsmouth, VA","City",5164000,97384,"Virginia","Portsmouth city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,0.0041,0.0695,0.3288,1487,1231,1420
"Reston, VA","City",5166672,62339,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-7e-04,0.0748,0.1836,2337,2167,2294
"Richmond, VA","City",5167000,227171,"Virginia","Richmond city","Richmond, VA",2024,11,-0.0076,0.0048,0.2313,1377,1244,1418
"Roanoke, VA","City",5168000,99213,"Virginia","Roanoke city","Roanoke, VA",2024,11,0.0023,0.0214,0.3663,975,821,949
"Suffolk, VA","City",5176432,94856,"Virginia","Suffolk city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,0.0133,0.0478,0.3032,1645,1611,1450
"Tysons Corner, VA","City",5179950,27617,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0156,0.0172,0.0906,2600,2364,2834
"Virginia Beach, VA","City",5182000,457900,"Virginia","Virginia Beach city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,-0.0075,0.0347,0.3148,1743,1444,1633
"Woodbridge, VA","City",5187312,42619,"Virginia","Prince William County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0014,0.0472,0.2475,2054,1749,2035
"Annapolis, MD","City",2401600,40719,"Maryland","Anne Arundel County","Baltimore-Columbia-Towson, MD",2024,11,-0.0169,-0.0011,0.1928,1798,1540,1876
"Baltimore, MD","City",2404000,584548,"Maryland","Baltimore city","Baltimore-Columbia-Towson, MD",2024,11,-0.0047,0.031,0.1881,1448,1225,1534
"Bethesda, MD","City",2407125,66316,"Maryland","Montgomery County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0144,-6e-04,0.0623,2113,1872,2257
"Bowie, MD","City",2408775,57922,"Maryland","Prince George's County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0022,0.0058,0.2229,2343,1911,2191
"Cockeysville, MD","City",2418250,23246,"Maryland","Baltimore County","Baltimore-Columbia-Towson, MD",2024,11,-0.0046,0.0533,0.2698,1534,1424,1606
"Columbia, MD","City",2419125,106600,"Maryland","Howard County","Baltimore-Columbia-Towson, MD",2024,11,-0.0148,0.0244,0.2239,2254,2003,2251
"Elkridge, MD","City",2425750,25251,"Maryland","Howard County","Baltimore-Columbia-Towson, MD",2024,11,-0.0166,0.0178,0.1898,2122,1874,2081
"Ellicott City, MD","City",2426000,73589,"Maryland","Howard County","Baltimore-Columbia-Towson, MD",2024,11,-0.0091,0.0067,0.3058,2201,1884,2194
"Frederick, MD","City",2430325,78390,"Maryland","Frederick County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0049,-0.0014,0.3304,1632,1353,1605
"Gaithersburg, MD","City",2431175,69016,"Maryland","Montgomery County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0032,0.0162,0.2069,1988,1738,2022
"Germantown, MD","City",2432025,90210,"Maryland","Montgomery County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,0.0023,0.0162,0.2419,1970,1731,1962
"Glen Burnie, MD","City",2432650,71427,"Maryland","Anne Arundel County","Baltimore-Columbia-Towson, MD",2024,11,0.0059,0.0305,0.2971,1681,1487,1838
